fp,gp,y0p,fc,gc,y0c,fw,gw,y0w
0,-4.9382806871500762e-14,0,0,-4.9382806871500762e-14,-2.1560367023436343e-08,0,0,-0.038559503205686255
0,-5.8841820305133297e-15,0,0,-5.8841820305133297e-15,-8.7448293588187256e-09,0,0,0.00034115438741782577
0,5.6378512969246231e-15,0,0,5.6378512969246231e-15,1.2509467913275923e-08,0,0,-0.034233563063000891
0,2.5823961025128739e-14,0,0,2.5823961025128739e-14,4.353352302193079e-08,0,0,0.023140212372894348
0,1.1102230246251565e-15,0,0,1.1102230246251565e-15,-3.9794964567458577e-10,0,0,0.020158174088654057
-0.0002084216614498774,-1.387084891391055e-14,0,7.0023369245820474e-05,-1.387084891391055e-14,1.2337145189048387e-09,0.017917646420755235,0,-0.022598393302688216
-0.00042319525382967745,1.7783084033107244e-13,0,0.000142193624566008,1.7783084033107244e-13,-1.1409786865084079e-09,-0.017341125913145475,0,-0.029390436804328061
-5.1949016916747117e-05,,,1.7503572503884613e-05,,,-0.010957503667812443,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-0.0004296440883889855,,,0.00014437339470427913,,,0.013289362995853458,,
-7.4586598185264323e-05,,,2.513322814300637e-05,,,0.00050673768369300265,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-6.4743655001219262e-06,,,2.1876034762761352e-06,,,0.024140169069604908,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-0.00019773668763106413,,,5.9305313431742781e-05,,,0.12717127377366455,,
-0.00011454799538999516,,,3.4363885673347253e-05,,,-0.12125866457993476,,
